timestamp,tp_mean,tp_ema,counter_tp,avg_tp_mean,avg_tp_ema,counter_avg_tp,index,expiry_tag,offset
23-09-2025 14:25:00,939.050000,939.050000,1,808.290000,808.290000,1,BANKNIFTY,this_month,-600
23-09-2025 14:26:00,925.650000,925.650000,1,808.420000,808.420000,1,BANKNIFTY,this_month,-600
23-09-2025 14:27:00,926.150000,926.150000,1,808.420000,808.420000,1,BANKNIFTY,this_month,-600
23-09-2025 14:28:00,988.300000,988.300000,1,863.020000,863.020000,1,BANKNIFTY,this_month,-600
23-09-2025 14:29:00,919.200000,919.200000,1,808.560000,808.560000,1,BANKNIFTY,this_month,-600
23-09-2025 14:30:00,920.900000,920.900000,1,808.520000,808.520000,1,BANKNIFTY,this_month,-600
23-09-2025 14:31:00,996.550000,996.550000,1,863.010000,863.010000,1,BANKNIFTY,this_month,-600
23-09-2025 14:32:00,915.350000,915.350000,1,808.490000,808.490000,1,BANKNIFTY,this_month,-600
23-09-2025 14:33:00,995.400000,995.400000,1,863.360000,863.360000,1,BANKNIFTY,this_month,-600
23-09-2025 14:34:00,995.800000,995.800000,1,863.300000,863.300000,1,BANKNIFTY,this_month,-600
23-09-2025 14:35:00,926.200000,926.200000,1,808.540000,808.540000,1,BANKNIFTY,this_month,-600
23-09-2025 14:36:00,986.500000,986.500000,1,863.350000,863.350000,1,BANKNIFTY,this_month,-600
23-09-2025 14:37:00,926.300000,926.300000,1,808.560000,808.560000,1,BANKNIFTY,this_month,-600
23-09-2025 14:38:00,953.000000,953.000000,1,808.900000,808.900000,1,BANKNIFTY,this_month,-600
23-09-2025 14:39:00,939.150000,939.150000,1,808.820000,808.820000,1,BANKNIFTY,this_month,-600
23-09-2025 14:40:00,991.800000,991.800000,1,864.600000,864.600000,1,BANKNIFTY,this_month,-600
23-09-2025 14:41:00,922.900000,922.900000,1,808.600000,808.600000,1,BANKNIFTY,this_month,-600
23-09-2025 14:42:00,931.100000,931.100000,1,808.570000,808.570000,1,BANKNIFTY,this_month,-600
23-09-2025 14:43:00,931.350000,931.350000,1,808.710000,808.710000,1,BANKNIFTY,this_month,-600
23-09-2025 14:44:00,935.400000,935.400000,1,808.940000,808.940000,1,BANKNIFTY,this_month,-600
23-09-2025 14:45:00,931.800000,931.800000,1,808.900000,808.900000,1,BANKNIFTY,this_month,-600
23-09-2025 14:46:00,925.800000,925.800000,1,808.940000,808.940000,1,BANKNIFTY,this_month,-600
23-09-2025 14:47:00,935.550000,935.550000,1,808.930000,808.930000,1,BANKNIFTY,this_month,-600
23-09-2025 14:48:00,998.050000,998.050000,1,864.790000,864.790000,1,BANKNIFTY,this_month,-600
23-09-2025 14:48:30,992.450000,992.450000,1,864.820000,864.820000,1,BANKNIFTY,this_month,-600
23-09-2025 14:49:30,992.650000,992.650000,1,864.830000,864.830000,1,BANKNIFTY,this_month,-600
23-09-2025 14:50:30,928.000000,928.000000,1,810.180000,810.180000,1,BANKNIFTY,this_month,-600
23-09-2025 14:51:30,932.550000,932.550000,1,810.210000,810.210000,1,BANKNIFTY,this_month,-600
23-09-2025 14:52:30,994.150000,994.150000,1,864.880000,864.880000,1,BANKNIFTY,this_month,-600
23-09-2025 14:53:30,993.550000,993.550000,1,864.830000,864.830000,1,BANKNIFTY,this_month,-600
23-09-2025 14:55:00,986.550000,986.550000,1,864.780000,864.780000,1,BANKNIFTY,this_month,-600
23-09-2025 14:56:00,994.700000,994.700000,1,864.900000,864.900000,1,BANKNIFTY,this_month,-600
23-09-2025 14:57:00,996.550000,996.550000,1,864.830000,864.830000,1,BANKNIFTY,this_month,-600
23-09-2025 14:58:00,996.500000,996.500000,1,864.720000,864.720000,1,BANKNIFTY,this_month,-600
23-09-2025 14:59:00,976.000000,976.000000,1,864.730000,864.730000,1,BANKNIFTY,this_month,-600
23-09-2025 15:00:00,995.400000,995.400000,1,864.750000,864.750000,1,BANKNIFTY,this_month,-600
23-09-2025 15:01:00,995.850000,995.850000,1,864.920000,864.920000,1,BANKNIFTY,this_month,-600
23-09-2025 15:01:30,976.300000,976.300000,1,864.910000,864.910000,1,BANKNIFTY,this_month,-600
23-09-2025 15:02:30,980.950000,980.950000,1,864.870000,864.870000,1,BANKNIFTY,this_month,-600
23-09-2025 15:03:30,980.300000,980.300000,1,864.780000,864.780000,1,BANKNIFTY,this_month,-600
23-09-2025 15:04:30,972.250000,972.250000,1,864.940000,864.940000,1,BANKNIFTY,this_month,-600
23-09-2025 15:05:30,971.100000,971.100000,1,864.940000,864.940000,1,BANKNIFTY,this_month,-600
23-09-2025 15:06:30,975.150000,975.150000,1,864.900000,864.900000,1,BANKNIFTY,this_month,-600
23-09-2025 15:07:30,978.200000,978.200000,1,864.800000,864.800000,1,BANKNIFTY,this_month,-600
23-09-2025 15:08:30,978.100000,978.100000,1,864.660000,864.660000,1,BANKNIFTY,this_month,-600
23-09-2025 15:09:30,977.350000,977.350000,1,864.540000,864.540000,1,BANKNIFTY,this_month,-600
23-09-2025 15:10:30,974.500000,974.500000,1,864.370000,864.370000,1,BANKNIFTY,this_month,-600
23-09-2025 15:11:30,978.700000,978.700000,1,864.450000,864.450000,1,BANKNIFTY,this_month,-600
