timestamp,tp_mean,tp_ema,counter_tp,avg_tp_mean,avg_tp_ema,counter_avg_tp,index,expiry_tag,offset
23-09-2025 09:16:00,1192.300000,1192.300000,1,63.020000,63.020000,1,BANKNIFTY,this_week,-900
23-09-2025 09:17:00,1195.250000,1195.250000,1,61.730000,61.730000,1,BANKNIFTY,this_week,-900
23-09-2025 09:18:00,1200.450000,1200.450000,1,62.810000,62.810000,1,BANKNIFTY,this_week,-900
23-09-2025 09:19:00,1195.250000,1195.250000,1,63.600000,63.600000,1,BANKNIFTY,this_week,-900
23-09-2025 09:20:00,1196.400000,1196.400000,1,63.720000,63.720000,1,BANKNIFTY,this_week,-900
23-09-2025 09:21:00,1194.450000,1194.450000,1,63.660000,63.660000,1,BANKNIFTY,this_week,-900
23-09-2025 09:22:00,1211.750000,1211.750000,1,1213.630000,1213.630000,1,BANKNIFTY,this_week,-900
23-09-2025 09:23:00,1214.250000,1214.250000,1,1213.310000,1213.310000,1,BANKNIFTY,this_week,-900
23-09-2025 09:24:00,1216.550000,1216.550000,1,1213.400000,1213.400000,1,BANKNIFTY,this_week,-900
23-09-2025 09:25:00,1220.100000,1220.100000,1,1213.720000,1213.720000,1,BANKNIFTY,this_week,-900
23-09-2025 09:26:00,1218.000000,1218.000000,1,1214.160000,1214.160000,1,BANKNIFTY,this_week,-900
23-09-2025 09:27:00,1155.250000,1155.250000,1,1172.250000,1172.250000,1,BANKNIFTY,this_week,-900
23-09-2025 09:28:00,1154.900000,1154.900000,1,1172.270000,1172.270000,1,BANKNIFTY,this_week,-900
23-09-2025 09:29:00,1257.750000,1257.750000,1,1253.150000,1253.150000,1,BANKNIFTY,this_week,-900
23-09-2025 09:30:00,1209.850000,1209.850000,1,1230.390000,1230.390000,1,BANKNIFTY,this_week,-900
23-09-2025 09:31:00,1203.800000,1203.800000,1,1210.590000,1210.590000,1,BANKNIFTY,this_week,-900
23-09-2025 09:32:00,1205.750000,1205.750000,1,1210.910000,1210.910000,1,BANKNIFTY,this_week,-900
23-09-2025 09:33:00,1204.400000,1204.400000,1,1211.090000,1211.090000,1,BANKNIFTY,this_week,-900
23-09-2025 09:34:00,1205.950000,1205.950000,1,1212.060000,1212.060000,1,BANKNIFTY,this_week,-900
23-09-2025 09:35:00,1206.950000,1206.950000,1,1212.330000,1212.330000,1,BANKNIFTY,this_week,-900
23-09-2025 09:36:00,1206.450000,1206.450000,1,1212.600000,1212.600000,1,BANKNIFTY,this_week,-900
23-09-2025 09:37:00,1205.150000,1205.150000,1,1212.760000,1212.760000,1,BANKNIFTY,this_week,-900
23-09-2025 09:38:00,1209.000000,1209.000000,1,1213.260000,1213.260000,1,BANKNIFTY,this_week,-900
23-09-2025 09:39:00,1207.550000,1207.550000,1,1213.440000,1213.440000,1,BANKNIFTY,this_week,-900
23-09-2025 09:40:00,1203.000000,1203.000000,1,1213.660000,1213.660000,1,BANKNIFTY,this_week,-900
23-09-2025 09:41:00,1179.450000,1179.450000,1,1162.230000,1162.230000,1,BANKNIFTY,this_week,-900
23-09-2025 09:42:00,1234.400000,1234.400000,1,1216.270000,1216.270000,1,BANKNIFTY,this_week,-900
23-09-2025 09:43:00,1237.550000,1237.550000,1,1216.480000,1216.480000,1,BANKNIFTY,this_week,-900
23-09-2025 09:44:00,1238.750000,1238.750000,1,1216.620000,1216.620000,1,BANKNIFTY,this_week,-900
23-09-2025 09:45:00,1238.900000,1238.900000,1,1216.720000,1216.720000,1,BANKNIFTY,this_week,-900
23-09-2025 09:46:00,1240.150000,1240.150000,1,1216.950000,1216.950000,1,BANKNIFTY,this_week,-900
23-09-2025 09:47:00,1239.750000,1239.750000,1,1217.110000,1217.110000,1,BANKNIFTY,this_week,-900
23-09-2025 09:48:00,1239.400000,1239.400000,1,1217.250000,1217.250000,1,BANKNIFTY,this_week,-900
23-09-2025 09:49:00,1241.250000,1241.250000,1,1217.360000,1217.360000,1,BANKNIFTY,this_week,-900
23-09-2025 09:50:00,1203.000000,1203.000000,1,1214.720000,1214.720000,1,BANKNIFTY,this_week,-900
23-09-2025 09:51:00,1204.350000,1204.350000,1,1214.850000,1214.850000,1,BANKNIFTY,this_week,-900
23-09-2025 09:52:00,1201.650000,1201.650000,1,1215.010000,1215.010000,1,BANKNIFTY,this_week,-900
23-09-2025 09:53:00,1211.000000,1211.000000,1,1214.220000,1214.220000,1,BANKNIFTY,this_week,-900
23-09-2025 09:54:00,1212.750000,1212.750000,1,1214.270000,1214.270000,1,BANKNIFTY,this_week,-900
23-09-2025 09:55:00,1212.550000,1212.550000,1,1214.300000,1214.300000,1,BANKNIFTY,this_week,-900
23-09-2025 09:56:00,1218.350000,1218.350000,1,1214.170000,1214.170000,1,BANKNIFTY,this_week,-900
23-09-2025 09:57:00,1215.600000,1215.600000,1,1214.200000,1214.200000,1,BANKNIFTY,this_week,-900
23-09-2025 09:58:00,1214.400000,1214.400000,1,1214.250000,1214.250000,1,BANKNIFTY,this_week,-900
23-09-2025 09:59:00,1241.700000,1241.700000,1,1218.370000,1218.370000,1,BANKNIFTY,this_week,-900
23-09-2025 10:00:00,1241.150000,1241.150000,1,1218.390000,1218.390000,1,BANKNIFTY,this_week,-900
23-09-2025 10:01:00,1240.650000,1240.650000,1,1218.410000,1218.410000,1,BANKNIFTY,this_week,-900
23-09-2025 10:02:00,1172.200000,1172.200000,1,1156.380000,1156.380000,1,BANKNIFTY,this_week,-900
23-09-2025 10:03:00,1170.700000,1170.700000,1,1156.410000,1156.410000,1,BANKNIFTY,this_week,-900
23-09-2025 10:04:00,1171.100000,1171.100000,1,1156.410000,1156.410000,1,BANKNIFTY,this_week,-900
23-09-2025 10:05:00,1168.650000,1168.650000,1,1156.380000,1156.380000,1,BANKNIFTY,this_week,-900
23-09-2025 10:06:00,1171.850000,1171.850000,1,1156.390000,1156.390000,1,BANKNIFTY,this_week,-900
23-09-2025 10:07:00,1168.700000,1168.700000,1,1156.390000,1156.390000,1,BANKNIFTY,this_week,-900
23-09-2025 10:08:00,1220.200000,1220.200000,1,1175.860000,1175.860000,1,BANKNIFTY,this_week,-900
23-09-2025 10:09:00,1205.900000,1205.900000,1,1178.340000,1178.340000,1,BANKNIFTY,this_week,-900
23-09-2025 10:10:00,1203.700000,1203.700000,1,1178.650000,1178.650000,1,BANKNIFTY,this_week,-900
23-09-2025 10:11:00,1207.150000,1207.150000,1,1178.600000,1178.600000,1,BANKNIFTY,this_week,-900
23-09-2025 10:12:00,1173.200000,1173.200000,1,1178.570000,1178.570000,1,BANKNIFTY,this_week,-900
23-09-2025 10:13:00,1171.650000,1171.650000,1,1178.550000,1178.550000,1,BANKNIFTY,this_week,-900
23-09-2025 10:14:00,1171.600000,1171.600000,1,1178.480000,1178.480000,1,BANKNIFTY,this_week,-900
23-09-2025 10:15:00,1173.450000,1173.450000,1,1178.450000,1178.450000,1,BANKNIFTY,this_week,-900
