timestamp,tp_mean,tp_ema,counter_tp,avg_tp_mean,avg_tp_ema,counter_avg_tp,index,expiry_tag,offset
23-09-2025 09:16:00,1567.050000,1567.050000,1,0.000000,0.000000,1,BANKNIFTY,next_month,-200
23-09-2025 09:17:00,1567.050000,1567.050000,1,0.000000,0.000000,1,BANKNIFTY,next_month,-200
23-09-2025 09:18:00,1571.250000,1571.250000,1,441.940000,441.940000,1,BANKNIFTY,next_month,-200
23-09-2025 09:19:00,1568.450000,1568.450000,1,446.120000,446.120000,1,BANKNIFTY,next_month,-200
23-09-2025 09:20:00,1568.450000,1568.450000,1,446.120000,446.120000,1,BANKNIFTY,next_month,-200
23-09-2025 09:21:00,1568.450000,1568.450000,1,446.120000,446.120000,1,BANKNIFTY,next_month,-200
23-09-2025 09:22:00,1560.200000,1560.200000,1,445.010000,445.010000,1,BANKNIFTY,next_month,-200
23-09-2025 09:23:00,1560.200000,1560.200000,1,445.010000,445.010000,1,BANKNIFTY,next_month,-200
23-09-2025 09:24:00,1571.200000,1571.200000,1,445.130000,445.130000,1,BANKNIFTY,next_month,-200
23-09-2025 09:25:00,1548.950000,1548.950000,1,1535.970000,1535.970000,1,BANKNIFTY,next_month,-200
23-09-2025 09:26:00,1558.100000,1558.100000,1,1539.260000,1539.260000,1,BANKNIFTY,next_month,-200
23-09-2025 09:27:00,1542.000000,1542.000000,1,1539.330000,1539.330000,1,BANKNIFTY,next_month,-200
23-09-2025 09:28:00,1542.000000,1542.000000,1,1539.330000,1539.330000,1,BANKNIFTY,next_month,-200
23-09-2025 09:29:00,1583.750000,1583.750000,1,1589.840000,1589.840000,1,BANKNIFTY,next_month,-200
23-09-2025 09:30:00,1576.050000,1576.050000,1,1591.760000,1591.760000,1,BANKNIFTY,next_month,-200
23-09-2025 09:31:00,1574.900000,1574.900000,1,1596.470000,1596.470000,1,BANKNIFTY,next_month,-200
23-09-2025 09:32:00,1568.000000,1568.000000,1,1592.460000,1592.460000,1,BANKNIFTY,next_month,-200
23-09-2025 09:33:00,1567.200000,1567.200000,1,1591.490000,1591.490000,1,BANKNIFTY,next_month,-200
23-09-2025 09:34:00,1573.700000,1573.700000,1,1587.800000,1587.800000,1,BANKNIFTY,next_month,-200
23-09-2025 09:35:00,1572.350000,1572.350000,1,1582.540000,1582.540000,1,BANKNIFTY,next_month,-200
23-09-2025 09:36:00,1577.050000,1577.050000,1,1581.430000,1581.430000,1,BANKNIFTY,next_month,-200
23-09-2025 09:37:00,1575.250000,1575.250000,1,1580.430000,1580.430000,1,BANKNIFTY,next_month,-200
23-09-2025 09:38:00,1578.650000,1578.650000,1,1580.140000,1580.140000,1,BANKNIFTY,next_month,-200
23-09-2025 09:39:00,1584.500000,1584.500000,1,1579.640000,1579.640000,1,BANKNIFTY,next_month,-200
23-09-2025 09:40:00,1587.500000,1587.500000,1,1579.650000,1579.650000,1,BANKNIFTY,next_month,-200
23-09-2025 09:41:00,1524.900000,1524.900000,1,1540.700000,1540.700000,1,BANKNIFTY,next_month,-200
23-09-2025 09:42:00,1587.150000,1587.150000,1,1579.890000,1579.890000,1,BANKNIFTY,next_month,-200
23-09-2025 09:43:00,1582.950000,1582.950000,1,1579.800000,1579.800000,1,BANKNIFTY,next_month,-200
23-09-2025 09:44:00,1577.950000,1577.950000,1,1579.590000,1579.590000,1,BANKNIFTY,next_month,-200
23-09-2025 09:45:00,1584.500000,1584.500000,1,1579.720000,1579.720000,1,BANKNIFTY,next_month,-200
23-09-2025 09:46:00,1582.850000,1582.850000,1,1579.650000,1579.650000,1,BANKNIFTY,next_month,-200
23-09-2025 09:47:00,1592.000000,1592.000000,1,1579.800000,1579.800000,1,BANKNIFTY,next_month,-200
23-09-2025 09:48:00,1580.650000,1580.650000,1,1579.840000,1579.840000,1,BANKNIFTY,next_month,-200
23-09-2025 09:49:00,1584.550000,1584.550000,1,1580.170000,1580.170000,1,BANKNIFTY,next_month,-200
23-09-2025 09:50:00,1591.550000,1591.550000,1,1580.190000,1580.190000,1,BANKNIFTY,next_month,-200
23-09-2025 09:51:00,1584.650000,1584.650000,1,1580.220000,1580.220000,1,BANKNIFTY,next_month,-200
23-09-2025 09:52:00,1586.500000,1586.500000,1,1580.480000,1580.480000,1,BANKNIFTY,next_month,-200
23-09-2025 09:53:00,1586.400000,1586.400000,1,1580.410000,1580.410000,1,BANKNIFTY,next_month,-200
23-09-2025 09:54:00,1584.350000,1584.350000,1,1580.420000,1580.420000,1,BANKNIFTY,next_month,-200
23-09-2025 09:55:00,1582.000000,1582.000000,1,1580.410000,1580.410000,1,BANKNIFTY,next_month,-200
23-09-2025 09:56:00,1590.650000,1590.650000,1,1580.520000,1580.520000,1,BANKNIFTY,next_month,-200
23-09-2025 09:57:00,1593.000000,1593.000000,1,1580.680000,1580.680000,1,BANKNIFTY,next_month,-200
23-09-2025 09:58:00,1590.150000,1590.150000,1,1580.830000,1580.830000,1,BANKNIFTY,next_month,-200
23-09-2025 09:59:00,1591.150000,1591.150000,1,1580.990000,1580.990000,1,BANKNIFTY,next_month,-200
23-09-2025 10:00:00,1594.050000,1594.050000,1,1581.050000,1581.050000,1,BANKNIFTY,next_month,-200
