timestamp,tp_mean,tp_ema,counter_tp,avg_tp_mean,avg_tp_ema,counter_avg_tp,index,expiry_tag,offset
23-09-2025 09:16:00,983.950000,983.950000,1,973.000000,973.000000,1,SENSEX,next_week,0
23-09-2025 09:17:00,981.400000,981.400000,1,1001.680000,1001.680000,1,SENSEX,next_week,0
23-09-2025 09:18:00,989.550000,989.550000,1,995.690000,995.690000,1,SENSEX,next_week,0
23-09-2025 09:19:00,952.450000,952.450000,1,962.380000,962.380000,1,SENSEX,next_week,0
23-09-2025 09:20:00,972.300000,972.300000,1,962.620000,962.620000,1,SENSEX,next_week,0
23-09-2025 09:21:00,953.750000,953.750000,1,962.390000,962.390000,1,SENSEX,next_week,0
23-09-2025 09:22:00,958.550000,958.550000,1,961.110000,961.110000,1,SENSEX,next_week,0
23-09-2025 09:23:00,933.550000,933.550000,1,959.040000,959.040000,1,SENSEX,next_week,0
23-09-2025 09:24:00,946.700000,946.700000,1,982.200000,982.200000,1,SENSEX,next_week,0
23-09-2025 09:25:00,950.600000,950.600000,1,980.350000,980.350000,1,SENSEX,next_week,0
23-09-2025 09:26:00,953.600000,953.600000,1,963.880000,963.880000,1,SENSEX,next_week,0
23-09-2025 09:27:00,962.450000,962.450000,1,960.840000,960.840000,1,SENSEX,next_week,0
23-09-2025 09:28:00,954.150000,954.150000,1,960.670000,960.670000,1,SENSEX,next_week,0
23-09-2025 09:29:00,945.250000,945.250000,1,959.420000,959.420000,1,SENSEX,next_week,0
23-09-2025 09:30:00,985.000000,985.000000,1,1009.210000,1009.210000,1,SENSEX,next_week,0
23-09-2025 09:31:00,972.050000,972.050000,1,985.590000,985.590000,1,SENSEX,next_week,0
23-09-2025 09:32:00,967.850000,967.850000,1,977.230000,977.230000,1,SENSEX,next_week,0
23-09-2025 09:33:00,972.850000,972.850000,1,974.620000,974.620000,1,SENSEX,next_week,0
23-09-2025 09:34:00,967.400000,967.400000,1,972.720000,972.720000,1,SENSEX,next_week,0
23-09-2025 09:35:00,993.500000,993.500000,1,994.420000,994.420000,1,SENSEX,next_week,0
23-09-2025 09:36:00,988.350000,988.350000,1,994.660000,994.660000,1,SENSEX,next_week,0
23-09-2025 09:37:00,988.600000,988.600000,1,993.390000,993.390000,1,SENSEX,next_week,0
23-09-2025 09:38:00,988.200000,988.200000,1,990.990000,990.990000,1,SENSEX,next_week,0
23-09-2025 09:39:00,989.300000,989.300000,1,987.140000,987.140000,1,SENSEX,next_week,0
23-09-2025 09:40:00,944.300000,944.300000,1,967.050000,967.050000,1,SENSEX,next_week,0
23-09-2025 09:41:00,960.600000,960.600000,1,966.610000,966.610000,1,SENSEX,next_week,0
23-09-2025 09:42:00,995.450000,995.450000,1,986.640000,986.640000,1,SENSEX,next_week,0
23-09-2025 09:43:00,986.750000,986.750000,1,974.920000,974.920000,1,SENSEX,next_week,0
23-09-2025 09:44:00,984.500000,984.500000,1,977.850000,977.850000,1,SENSEX,next_week,0
23-09-2025 09:45:00,982.700000,982.700000,1,977.160000,977.160000,1,SENSEX,next_week,0
23-09-2025 09:46:00,978.800000,978.800000,1,978.160000,978.160000,1,SENSEX,next_week,0
23-09-2025 09:47:00,1008.400000,1008.400000,1,1002.070000,1002.070000,1,SENSEX,next_week,0
23-09-2025 09:48:00,984.200000,984.200000,1,975.700000,975.700000,1,SENSEX,next_week,0
23-09-2025 09:49:00,1016.100000,1016.100000,1,999.190000,999.190000,1,SENSEX,next_week,0
23-09-2025 09:50:00,1004.950000,1004.950000,1,997.530000,997.530000,1,SENSEX,next_week,0
23-09-2025 09:51:00,999.200000,999.200000,1,995.780000,995.780000,1,SENSEX,next_week,0
23-09-2025 09:52:00,1000.000000,1000.000000,1,1000.770000,1000.770000,1,SENSEX,next_week,0
23-09-2025 09:53:00,995.100000,995.100000,1,1001.470000,1001.470000,1,SENSEX,next_week,0
23-09-2025 09:54:00,1000.800000,1000.800000,1,1003.650000,1003.650000,1,SENSEX,next_week,0
23-09-2025 09:55:00,1008.400000,1008.400000,1,1003.890000,1003.890000,1,SENSEX,next_week,0
23-09-2025 09:56:00,1008.550000,1008.550000,1,1003.810000,1003.810000,1,SENSEX,next_week,0
23-09-2025 09:57:00,989.800000,989.800000,1,966.780000,966.780000,1,SENSEX,next_week,0
23-09-2025 09:58:00,979.450000,979.450000,1,966.670000,966.670000,1,SENSEX,next_week,0
23-09-2025 09:59:00,980.900000,980.900000,1,966.290000,966.290000,1,SENSEX,next_week,0
23-09-2025 10:00:00,980.550000,980.550000,1,966.640000,966.640000,1,SENSEX,next_week,0
